event_date,event_timestamp,event_name,event_value_in_usd,user_id,user_pseudo_id,user_first_touch_timestamp,category,mobile_model_name,mobile_brand_name,operating_system,language,is_limited_ad_tracking,browser,browser_version,country,medium,name,traffic_source,platform,total_item_quantity,purchase_revenue_in_usd,refund_value_in_usd,shipping_value_in_usd,tax_value_in_usd,transaction_id,page_title,page_location,source,page_referrer,campaign
20201115,1605430896492843,user_engagement,,,13445036.7517695097,1605430699590658,mobile,Pixel 4 XL,Google,Web,en-us,No,Chrome,86.0,United States,cpc,<Other>,google,WEB,,,,,,,Google Online Store,https://googlemerchandisestore.com/,google,,<Other>
20201222,1608662972374077,scroll,,,78222512.5114977021,1608662850418789,mobile,Pixel 4 XL,Google,Web,,No,Chrome,87.0,Canada,cpc,<Other>,google,WEB,,,,,,,The Google Merchandise Store - My Account,https://shop.googlemerchandisestore.com/myaccount.html,shop.googlemerchandisestore.com,https://shop.googlemerchandisestore.com/myaccount.html?,(referral)
20210128,1611793340716086,page_view,,,19512607.6484939990,1611793336236527,mobile,Pixel 4 XL,Google,Web,,No,Chrome,86.0,Canada,cpc,<Other>,google,WEB,,,,,,,Home,https://shop.googlemerchandisestore.com/store.html,,,
20201214,1607912184230367,user_engagement,,,71934961.8102506801,1607912180933587,mobile,Pixel 4 XL,Google,Web,en-us,No,Chrome,87.0,Belgium,cpc,<Other>,google,WEB,,,,,,,Home,https://shop.googlemerchandisestore.com/,,,
20201103,1604382285906806,user_engagement,,,6016153.5120427538,1600131664218605,mobile,Pixel 3,Google,Android,en-us,No,Chrome,<Other>,Denmark,cpc,<Other>,google,WEB,,,,,,,Home,https://shop.googlemerchandisestore.com/,googlemerchandisestore.com,,(referral)
20201118,1605710939277060,scroll,,,49915374.2750890548,1605710870017139,mobile,Pixel 3,Google,Android,,No,Chrome,<Other>,United States,cpc,<Other>,google,WEB,,,,,,,Drinkware | Lifestyle | Google Merchandise Store,https://shop.googlemerchandisestore.com/Google+Redesign/Lifestyle/Drinkware,shop.googlemerchandisestore.com,,(referral)
20201210,1607620569824869,view_promotion,,,23587901.7218848552,1607620564196760,mobile,Pixel 3,Google,Web,en-us,No,Chrome,87.0,United States,cpc,<Other>,google,WEB,,,,,,(not set),Home,https://shop.googlemerchandisestore.com/,google,https://shop.googlemerchandisestore.com/store.html?,<Other>
20201202,1606925208514614,user_engagement,,,57318675.2675376481,1606925080212968,mobile,Pixel 4 XL,Google,Web,,No,Chrome,87.0,Lebanon,cpc,<Other>,google,WEB,,,,,,,Home,https://shop.googlemerchandisestore.com/,,,
20201222,1608662862726557,scroll,,,78222512.5114977021,1608662850418789,mobile,Pixel 4 XL,Google,Web,,No,Chrome,87.0,Canada,cpc,<Other>,google,WEB,,,,,,,The Google Merchandise Store - Log In,https://shop.googlemerchandisestore.com/signin.html,,,
20201113,1605251181447558,session_start,,,59286732.6720511910,1602457227697583,mobile,Pixel 4 XL,Google,Web,en-us,No,Chrome,87.0,United States,cpc,<Other>,google,WEB,,,,,,,Super G Unisex Joggers,https://shop.googlemerchandisestore.com/Google+Redesign/Super+G+Unisex+Joggers,,https://shop.googlemerchandisestore.com/Google+Redesign/Apparel/Mens?,
20201212,1607797009414617,user_engagement,,,46573436.5522419113,1607796328449078,mobile,Pixel 3,Google,Android,en-us,No,Chrome,87.0,United States,cpc,<Other>,google,WEB,,,,,,,Hats | Apparel | Google Merchandise Store,https://shop.googlemerchandisestore.com/Google+Redesign/Apparel/Hats,,,
20201210,1607621666018444,session_start,,,59767144.6540641678,1607621666018444,mobile,Pixel 3,Google,Web,,No,Chrome,86.0,United States,cpc,<Other>,google,WEB,,,,,,,Apparel | Google Merchandise Store,https://shop.googlemerchandisestore.com/Google+Redesign/Apparel,,,
20201220,1608448104721713,session_start,,,7519877.2727154635,1608448104721713,mobile,Pixel 3,Google,Web,en-us,No,Chrome,86.0,United States,cpc,<Other>,google,WEB,,,,,,,Google Online Store,https://www.googlemerchandisestore.com/,,,
20201103,1604382499185666,page_view,,,6016153.5120427538,1600131664218605,mobile,Pixel 3,Google,Android,en-us,No,Chrome,<Other>,Denmark,cpc,<Other>,google,WEB,,,,,,,Shopping Cart,https://shop.googlemerchandisestore.com/basket.html,shop.googlemerchandisestore.com,,(referral)
20201201,1606794773942813,page_view,,,86762928.3657155608,1602304215226771,mobile,Pixel 4 XL,Google,Web,,No,Chrome,86.0,(not set),cpc,<Other>,google,WEB,,,,,,,,https://shop.googlemerchandisestore.com/special-request-form/,shop.googlemerchandisestore.com,https://shop.googlemerchandisestore.com/Google+Redesign/Apparel/Mens?,(referral)
20201116,1605529225985270,view_search_results,,,49760157.7026735167,1605528847570934,mobile,Pixel 4 XL,Google,Web,en-us,No,Chrome,86.0,United States,cpc,<Other>,google,WEB,,,,,,,Store search results,https://shop.googlemerchandisestore.com/asearch.html,,,
20210105,1609836870738775,user_engagement,,,5003282.7032824952,1609836724859008,mobile,Pixel 3,Google,Android,en-us,No,Chrome,<Other>,United States,cpc,<Other>,google,WEB,,,,,,,Apparel | Google Merchandise Store,https://shop.googlemerchandisestore.com/Google+Redesign/Apparel,shop.googlemerchandisestore.com,,(referral)
20201231,1609422962253281,first_visit,,,40902779.3222481261,1609422962253281,mobile,Pixel 4 XL,Google,Web,,No,Chrome,86.0,South Korea,cpc,<Other>,google,WEB,,,,,,,Apparel | Google Merchandise Store,https://shop.googlemerchandisestore.com/Google+Redesign/Apparel,,,
20201211,1607656387918361,session_start,,,29263455.9104577635,1607656387918361,mobile,Pixel 4 XL,Google,Web,,No,Chrome,86.0,Japan,cpc,<Other>,google,WEB,,,,,,,Hats | Apparel | Google Merchandise Store,https://shop.googlemerchandisestore.com/Google+Redesign/Apparel/Hats,,,
20201116,1605529270899558,view_item,,,49760157.7026735167,1605528847570934,mobile,Pixel 4 XL,Google,Web,en-us,No,Chrome,86.0,United States,cpc,<Other>,google,WEB,,,,,,(not set),Store search results,https://shop.googlemerchandisestore.com/asearch.html,,,
20201210,1607570937682642,session_start,,,3776768.1904439853,1607570937682642,mobile,Pixel 4 XL,Google,Android,en-us,No,Chrome,87.0,India,cpc,<Other>,google,WEB,,,,,,,Men's T-Shirts | Apparel | Google Merchandise Store,https://shop.googlemerchandisestore.com/Google+Redesign/Apparel/Mens/Mens+T+Shirts,,,
20201116,1605529491656476,user_engagement,,,49760157.7026735167,1605528847570934,mobile,Pixel 4 XL,Google,Web,en-us,No,Chrome,86.0,United States,cpc,<Other>,google,WEB,,,,,,,Google Women's Grid Zip-Up,https://shop.googlemerchandisestore.com/Google+Redesign/Apparel/Google+Womens+Grid+Zip+Up,shop.googlemerchandisestore.com,https://shop.googlemerchandisestore.com/store.html?,(referral)
20201205,1607182981443872,scroll,,,78936320.6020011086,1607182976384290,mobile,Pixel 4 XL,Google,Android,,No,Chrome,87.0,United Kingdom,cpc,<Other>,google,WEB,,,,,,,Google Online Store,https://googlemerchandisestore.com/,google,,<Other>
20210119,1611046514565555,page_view,,,78699299.5395616709,1611046479069643,mobile,Pixel 4 XL,Google,Web,en-us,No,Chrome,86.0,United States,cpc,<Other>,google,WEB,,,,,,,Apparel | Google Merchandise Store,https://shop.googlemerchandisestore.com/Google+Redesign/Apparel,,,
20210124,1611531589609310,view_item,,,1359073.4989017126,1611531405876474,mobile,Pixel 3,Google,Web,en-us,No,Chrome,86.0,United States,cpc,<Other>,google,WEB,,,,,,(not set),Sale | Google Merchandise Store,https://shop.googlemerchandisestore.com/Google+Redesign/Clearance,shop.googlemerchandisestore.com,,(referral)
20201222,1608662946539445,page_view,,,78222512.5114977021,1608662850418789,mobile,Pixel 4 XL,Google,Web,,No,Chrome,87.0,Canada,cpc,<Other>,google,WEB,,,,,,,The Google Merchandise Store - My Account,https://shop.googlemerchandisestore.com/myaccount.html,,https://shop.googlemerchandisestore.com/wishlist.html?,
20201112,1605145458189699,user_engagement,,,1073675.4185248044,1605145397139475,mobile,Pixel 4 XL,Google,Android,zh,No,Chrome,87.0,India,cpc,<Other>,google,WEB,,,,,,,Kids | Apparel | Google Merchandise Store,https://shop.googlemerchandisestore.com/Google+Redesign/Apparel/Kids,shop.googlemerchandisestore.com,,(referral)
20201227,1609060625538385,session_start,,,4239705.9159980369,1609060625538385,mobile,Pixel 4 XL,Google,Android,,No,Chrome,87.0,Netherlands,cpc,<Other>,google,WEB,,,,,,,Google Dino Game Tee,https://shop.googlemerchandisestore.com/Google+Redesign/Apparel/Google+Dino+Game+Tee,,,
20201216,1608160153305608,page_view,,,6389809.2423979889,1608160153305608,mobile,Pixel 3,Google,Web,,No,Chrome,87.0,United States,cpc,<Other>,google,WEB,,,,,,,Men's T-Shirts | Apparel | Google Merchandise Store,https://shop.googlemerchandisestore.com/Google+Redesign/Apparel/Mens/Mens+T+Shirts,google,,<Other>
20210125,1611533381507989,page_view,,,1359073.4989017126,1611531405876474,mobile,Pixel 3,Google,Web,en-us,No,Chrome,86.0,United States,cpc,<Other>,google,WEB,,,,,,,Checkout Review,https://shop.googlemerchandisestore.com/revieworder.html,,https://shop.googlemerchandisestore.com/revieworder.html;,
20201118,1605738363783918,page_view,,,34049601.2808133469,1605738363783918,mobile,Pixel 4 XL,Google,Web,ko,No,Chrome,<Other>,Italy,cpc,<Other>,google,WEB,,,,,,,Google Online Store,https://googlemerchandisestore.com/,,,
20210108,1610103318642746,session_start,,,3577555.9782934100,1610103318642746,mobile,Pixel 4 XL,Google,Web,en-us,No,Android Webview,<Other>,India,cpc,<Other>,google,WEB,,,,,,,Home,https://shop.googlemerchandisestore.com/,,,
20201202,1606941250515823,user_engagement,,,4386491173.3698720424,1606941106052283,mobile,Pixel 4 XL,Google,Web,,No,Chrome,87.0,United States,cpc,<Other>,google,WEB,,,,,,,New | Google Merchandise Store,https://shop.googlemerchandisestore.com/Google+Redesign/New,shop.googlemerchandisestore.com,,(referral)
20201201,1606795224133211,page_view,,,86762928.3657155608,1602304215226771,mobile,Pixel 4 XL,Google,Web,,No,Chrome,86.0,(not set),cpc,<Other>,google,WEB,,,,,,,The Google Merchandise Store - My Account,https://shop.googlemerchandisestore.com/myaccount.html,shop.googlemerchandisestore.com,https://shop.googlemerchandisestore.com/myaccount.html?,(referral)
20201116,1605495225994504,user_engagement,,,11414768.9044705149,1605495156378014,mobile,Pixel 4 XL,Google,Web,en-us,No,Chrome,86.0,Serbia,cpc,<Other>,google,WEB,,,,,,,Google | Shop by Brand | Google Merchandise Store,https://shop.googlemerchandisestore.com/Google+Redesign/Shop+by+Brand/Google,google,https://shop.googlemerchandisestore.com/Google+Redesign/Shop+by+Brand/Android?,<Other>
20201118,1605734962481324,page_view,,,6981202.3664185801,1605734962481324,mobile,Pixel 4 XL,Google,Android,en-us,No,Chrome,87.0,United States,cpc,<Other>,google,WEB,,,,,,,Home,https://shop.googlemerchandisestore.com/,google,,<Other>
20210111,1610390079335840,first_visit,,,48693808.2337361436,1610390079335840,mobile,Pixel 4 XL,Google,Web,en-us,No,Chrome,87.0,Mexico,cpc,<Other>,google,WEB,,,,,,,Home,https://shop.googlemerchandisestore.com/store.html,,,
20201222,1608662889586126,scroll,,,78222512.5114977021,1608662850418789,mobile,Pixel 4 XL,Google,Web,,No,Chrome,87.0,Canada,cpc,<Other>,google,WEB,,,,,,,The Google Merchandise Store - My Account,https://shop.googlemerchandisestore.com/myaccount.html,,https://shop.googlemerchandisestore.com/myaccount.html?,
20201211,1607657120492065,page_view,,,29263455.9104577635,1607656387918361,mobile,Pixel 4 XL,Google,Web,,No,Chrome,86.0,Japan,cpc,<Other>,google,WEB,,,,,,,The Google Merchandise Store/Maze Pen,https://shop.googlemerchandisestore.com/Google+Redesign/Office/Writing/Maze+Pen.axd,,,
20210125,1611533396548129,page_view,,,1359073.4989017126,1611531405876474,mobile,Pixel 3,Google,Web,en-us,No,Chrome,86.0,United States,cpc,<Other>,google,WEB,,,,,,,Checkout Review,https://shop.googlemerchandisestore.com/revieworder.html,,,
20201116,1605530522913365,page_view,,,49760157.7026735167,1605528847570934,mobile,Pixel 4 XL,Google,Web,en-us,No,Chrome,86.0,United States,cpc,<Other>,google,WEB,,,,,,,Home,https://shop.googlemerchandisestore.com/store.html,,https://shop.googlemerchandisestore.com/store.html?,
20201216,1608159612843115,page_view,,,3183847.4263421935,1607921885815620,mobile,Pixel 3,Google,Android,,No,Chrome,87.0,Australia,cpc,<Other>,google,WEB,,,,,,,Home,https://shop.googlemerchandisestore.com/store.html,,https://shop.googlemerchandisestore.com/Google+Redesign/Shop+by+Brand/YouTube?,
20201118,1605710870017139,page_view,,,49915374.2750890548,1605710870017139,mobile,Pixel 3,Google,Android,,No,Chrome,<Other>,United States,cpc,<Other>,google,WEB,,,,,,,Google Online Store,https://googlemerchandisestore.com/,google,,<Other>
20201115,1605467407669784,page_view,,,73253902.8361837207,1605467407669784,mobile,Pixel 4 XL,Google,Web,en-us,No,Chrome,87.0,United States,cpc,<Other>,google,WEB,,,,,,,Drinkware | Lifestyle | Google Merchandise Store,https://shop.googlemerchandisestore.com/Google+Redesign/Lifestyle/Drinkware,,,
20201126,1606392957909922,page_view,,,48717024.7464352167,1606392957909922,mobile,Pixel 4 XL,Google,Web,,No,Chrome,87.0,India,cpc,<Other>,google,WEB,,,,,,,Home,https://shop.googlemerchandisestore.com/,google,,<Other>
20201212,1607797055087633,scroll,,,46573436.5522419113,1607796328449078,mobile,Pixel 3,Google,Android,en-us,No,Chrome,87.0,United States,cpc,<Other>,google,WEB,,,,,,,Men's / Unisex | Apparel | Google Merchandise Store,https://shop.googlemerchandisestore.com/Google+Redesign/Apparel/Mens,,,
20201112,1605145397139475,page_view,,,1073675.4185248044,1605145397139475,mobile,Pixel 4 XL,Google,Android,zh,No,Chrome,87.0,India,cpc,<Other>,google,WEB,,,,,,,Home,https://shop.googlemerchandisestore.com/,,,
20201217,1608231361031923,page_view,,,51098232.6564950910,1608230848665274,mobile,Pixel 3,Google,Android,,No,Chrome,87.0,United Kingdom,cpc,<Other>,google,WEB,,,,,,,Supernatural Paper Tote,https://shop.googlemerchandisestore.com/Google+Redesign/Bags/Supernatural+Paper+Tote,,https://shop.googlemerchandisestore.com/Google+Redesign/New?,
20201201,1606794636477908,session_start,,,86762928.3657155608,1602304215226771,mobile,Pixel 4 XL,Google,Web,,No,Chrome,86.0,(not set),cpc,<Other>,google,WEB,,,,,,,Home,https://shop.googlemerchandisestore.com/,,,
20210116,1610774672271746,session_start,,,80053095.7670384103,1610774672271746,mobile,Pixel 3,Google,Web,en-us,No,Chrome,86.0,United States,cpc,<Other>,google,WEB,,,,,,,Apparel | Google Merchandise Store,https://shop.googlemerchandisestore.com/Google+Redesign/Apparel,,,
20201211,1607656635645272,user_engagement,,,29263455.9104577635,1607656387918361,mobile,Pixel 4 XL,Google,Web,,No,Chrome,86.0,Japan,cpc,<Other>,google,WEB,,,,,,,Google Leather Strap Hat Blue,https://shop.googlemerchandisestore.com/Google+Redesign/Apparel/Google+Leather+Strap+Hat+Blue,shop.googlemerchandisestore.com,,(referral)
20201112,1605207268341193,session_start,,,7601188656.2546277161,1605207268341193,mobile,Pixel 4 XL,Google,Android,en-us,No,Chrome,87.0,Taiwan,cpc,<Other>,google,WEB,,,,,,,Men's T-Shirts | Apparel | Google Merchandise Store,https://shop.googlemerchandisestore.com/Google+Redesign/Apparel/Mens/Mens+T+Shirts,,,
20201211,1607657248055851,page_view,,,29263455.9104577635,1607656387918361,mobile,Pixel 4 XL,Google,Web,,No,Chrome,86.0,Japan,cpc,<Other>,google,WEB,,,,,,,Stationery | Google Merchandise Store,https://shop.googlemerchandisestore.com/Google+Redesign/Stationery,,,
20210117,1610910764347489,view_promotion,,,87642518.4022150567,1610910753706913,mobile,Pixel 3,Google,Web,en-us,No,Chrome,87.0,China,cpc,<Other>,google,WEB,,,,,,(not set),Home,https://shop.googlemerchandisestore.com/,,,
20201212,1607797003488914,scroll,,,46573436.5522419113,1607796328449078,mobile,Pixel 3,Google,Android,en-us,No,Chrome,87.0,United States,cpc,<Other>,google,WEB,,,,,,,Google Speckled Beanie Navy,https://shop.googlemerchandisestore.com/Google+Redesign/Apparel/Google+Speckled+Beanie+Navy,,,
20201217,1608231313102742,user_engagement,,,51098232.6564950910,1608230848665274,mobile,Pixel 3,Google,Android,,No,Chrome,87.0,United Kingdom,cpc,<Other>,google,WEB,,,,,,,Google KeepCup,https://shop.googlemerchandisestore.com/Google+Redesign/Drinkware/Google+KeepCup,,,
20201220,1608448127980702,view_search_results,,,7519877.2727154635,1608448104721713,mobile,Pixel 3,Google,Web,en-us,No,Chrome,86.0,United States,cpc,<Other>,google,WEB,,,,,,,Store search results,https://shop.googlemerchandisestore.com/asearch.html,,,
20201208,1607390176473571,page_view,,,79004783.0153142183,1607390176473571,mobile,Pixel 4 XL,Google,Android,en-us,No,Chrome,87.0,United Kingdom,cpc,<Other>,google,WEB,,,,,,,Google Online Store,https://googlemerchandisestore.com/,google,,<Other>
20201118,1605734967508756,view_promotion,,,6981202.3664185801,1605734962481324,mobile,Pixel 4 XL,Google,Android,en-us,No,Chrome,87.0,United States,cpc,<Other>,google,WEB,,,,,,(not set),Home,https://shop.googlemerchandisestore.com/,google,,<Other>
20201118,1605734654941156,user_engagement,,,57204154.1288356151,1605734653367379,mobile,Pixel 4 XL,Google,Web,en-us,No,Chrome,87.0,United States,cpc,<Other>,google,WEB,,,,,,,Page Unavailable,https://shop.googlemerchandisestore.com/shop.axd/Cart,google,,<Other>
20210117,1610910758197368,page_view,,,87642518.4022150567,1610910753706913,mobile,Pixel 3,Google,Web,en-us,No,Chrome,87.0,China,cpc,<Other>,google,WEB,,,,,,,Google Online Store,https://googlemerchandisestore.com/,,,
20210105,1609836867921110,view_item,,,5003282.7032824952,1609836724859008,mobile,Pixel 3,Google,Android,en-us,No,Chrome,<Other>,United States,cpc,<Other>,google,WEB,1,,,,,(not set),Apparel | Google Merchandise Store,https://shop.googlemerchandisestore.com/Google+Redesign/Apparel,,,
20201201,1606794900122475,page_view,,,86762928.3657155608,1602304215226771,mobile,Pixel 4 XL,Google,Web,,No,Chrome,86.0,(not set),cpc,<Other>,google,WEB,,,,,,,Home,https://shop.googlemerchandisestore.com/,,,
20201129,1606618454484096,session_start,,,3878067.5455080720,1606574402415935,mobile,Pixel 3,Google,Android,en-us,No,Chrome,87.0,United States,cpc,<Other>,google,WEB,,,,,,,Google Online Store,https://www.googlemerchandisestore.com/,,,
20201104,1604456706159040,page_view,,,9121847.4582832760,1604456632993750,mobile,Pixel 3,Google,Android,en-us,No,Chrome,<Other>,Denmark,cpc,<Other>,google,WEB,,,,,,,Android | Shop by Brand | Google Merchandise Store,https://shop.googlemerchandisestore.com/Google+Redesign/Shop+by+Brand/Android,shop.googlemerchandisestore.com,https://shop.googlemerchandisestore.com/asearch.html?,(referral)
20201205,1607183025375355,user_engagement,,,78936320.6020011086,1607182976384290,mobile,Pixel 4 XL,Google,Android,,No,Chrome,87.0,United Kingdom,cpc,<Other>,google,WEB,,,,,,,Google Online Store,https://googlemerchandisestore.com/,,,
20210105,1609836731398647,view_item,,,5003282.7032824952,1609836724859008,mobile,Pixel 3,Google,Android,en-us,No,Chrome,<Other>,United States,cpc,<Other>,google,WEB,,,,,,(not set),Google Land & Sea Nalgene Water Bottle,https://shop.googlemerchandisestore.com/Google+Redesign/Lifestyle/Google+Land+and+Sea+Nalgene+Water+Bottle+LS,,,
20201222,1608663123534806,scroll,,,78222512.5114977021,1608662850418789,mobile,Pixel 4 XL,Google,Web,,No,Chrome,87.0,Canada,cpc,<Other>,google,WEB,,,,,,,The Google Merchandise Store - My Account,https://shop.googlemerchandisestore.com/myaccount.html,,https://shop.googlemerchandisestore.com/myaccount.html?,
20201220,1608448128346735,user_engagement,,,7519877.2727154635,1608448104721713,mobile,Pixel 3,Google,Web,en-us,No,Chrome,86.0,United States,cpc,<Other>,google,WEB,,,,,,,Store search results,https://shop.googlemerchandisestore.com/asearch.html,googlemerchandisestore.com,,(referral)
20210108,1610093721704052,user_engagement,,,63656791.0876825782,1610093691367543,mobile,Pixel 3,Google,Web,en-us,No,Chrome,<Other>,United States,cpc,<Other>,google,WEB,,,,,,,Home,https://shop.googlemerchandisestore.com/store.html,,,
20201217,1608231152044565,user_engagement,,,51098232.6564950910,1608230848665274,mobile,Pixel 3,Google,Android,,No,Chrome,87.0,United Kingdom,cpc,<Other>,google,WEB,,,,,,,Hats | Apparel | Google Merchandise Store,https://shop.googlemerchandisestore.com/Google+Redesign/Apparel/Hats,shop.googlemerchandisestore.com,,(referral)
20201118,1605711037768079,scroll,,,49915374.2750890548,1605710870017139,mobile,Pixel 3,Google,Android,,No,Chrome,<Other>,United States,cpc,<Other>,google,WEB,,,,,,,Hats | Apparel | Google Merchandise Store,https://shop.googlemerchandisestore.com/Google+Redesign/Apparel/Hats,shop.googlemerchandisestore.com,,(referral)
20201202,1606941299187368,scroll,,,4386491173.3698720424,1606941106052283,mobile,Pixel 4 XL,Google,Web,,No,Chrome,87.0,United States,cpc,<Other>,google,WEB,,,,,,,New | Google Merchandise Store,https://shop.googlemerchandisestore.com/Google+Redesign/New,,,
20201116,1605495234041980,user_engagement,,,11414768.9044705149,1605495156378014,mobile,Pixel 4 XL,Google,Web,en-us,No,Chrome,86.0,Serbia,cpc,<Other>,google,WEB,,,,,,,YouTube | Shop by Brand | Google Merchandise Store,https://shop.googlemerchandisestore.com/Google+Redesign/Shop+by+Brand/YouTube,google,https://shop.googlemerchandisestore.com/Google+Redesign/Shop+by+Brand/Google?,<Other>
20201205,1607207213541881,user_engagement,,,1929166.0222478002,1607207190414446,mobile,Pixel 4 XL,Google,Web,en-us,No,Chrome,87.0,United States,cpc,<Other>,google,WEB,,,,,,,The Google Merchandise Store - Log In,https://shop.googlemerchandisestore.com/signin.html,shop.googlemerchandisestore.com,,(referral)
20201217,1608231433487544,view_item,,,51098232.6564950910,1608230848665274,mobile,Pixel 3,Google,Android,,No,Chrome,87.0,United Kingdom,cpc,<Other>,google,WEB,,,,,,(not set),Bags | Lifestyle | Google Merchandise Store,https://shop.googlemerchandisestore.com/Google+Redesign/Lifestyle/Bags,shop.googlemerchandisestore.com,https://shop.googlemerchandisestore.com/Google+Redesign/New?,(referral)
20210124,1611531598999736,view_item,,,1359073.4989017126,1611531405876474,mobile,Pixel 3,Google,Web,en-us,No,Chrome,86.0,United States,cpc,<Other>,google,WEB,,,,,,(not set),Sale | Google Merchandise Store,https://shop.googlemerchandisestore.com/Google+Redesign/Clearance,,,
20201211,1607657091784581,user_engagement,,,29263455.9104577635,1607656387918361,mobile,Pixel 4 XL,Google,Web,,No,Chrome,86.0,Japan,cpc,<Other>,google,WEB,,,,,,,Lifestyle,https://shop.googlemerchandisestore.com/Google+Redesign/Lifestyle,,,
20201222,1608662951760782,page_view,,,78222512.5114977021,1608662850418789,mobile,Pixel 4 XL,Google,Web,,No,Chrome,87.0,Canada,cpc,<Other>,google,WEB,,,,,,,The Google Merchandise Store - My Account,https://shop.googlemerchandisestore.com/myaccount.html,,https://shop.googlemerchandisestore.com/myaccount.html?,
20210112,1610488864412397,page_view,,,56148676.3542552310,1610488860522707,mobile,Pixel 3,Google,Web,,No,Chrome,87.0,South Korea,cpc,<Other>,google,WEB,,,,,,,Google Dino Game Tee,https://shop.googlemerchandisestore.com/Google+Redesign/Apparel/Google+Dino+Game+Tee,google,,<Other>
20210104,1609804011917486,view_promotion,,,54564348.5788755261,1609804006901601,mobile,Pixel 4 XL,Google,Android,,No,Chrome,87.0,United States,cpc,<Other>,google,WEB,,,,,,(not set),Home,https://shop.googlemerchandisestore.com/,,,
20201222,1608662932778978,page_view,,,78222512.5114977021,1608662850418789,mobile,Pixel 4 XL,Google,Web,,No,Chrome,87.0,Canada,cpc,<Other>,google,WEB,,,,,,,Home,https://shop.googlemerchandisestore.com/store.html,,,
20201129,1606618454484096,user_engagement,,,3878067.5455080720,1606574402415935,mobile,Pixel 3,Google,Android,en-us,No,Chrome,87.0,United States,cpc,<Other>,google,WEB,,,,,,,Google Online Store,https://www.googlemerchandisestore.com/,,,
20201202,1606941292849919,user_engagement,,,4386491173.3698720424,1606941106052283,mobile,Pixel 4 XL,Google,Web,,No,Chrome,87.0,United States,cpc,<Other>,google,WEB,,,,,,,Google Super G Tumbler (Red Lid),https://shop.googlemerchandisestore.com/Google+Redesign/Drinkware/Google+Super+G+Tumbler+Red+Lid,shop.googlemerchandisestore.com,https://shop.googlemerchandisestore.com/Google+Redesign/New?,(referral)
20201202,1606925308214556,user_engagement,,,57318675.2675376481,1606925080212968,mobile,Pixel 4 XL,Google,Web,,No,Chrome,87.0,Lebanon,cpc,<Other>,google,WEB,,,,,,,Home,https://shop.googlemerchandisestore.com/,shop.googlemerchandisestore.com,https://shop.googlemerchandisestore.com/asearch.html?,(referral)
20210105,1609836724859008,session_start,,,5003282.7032824952,1609836724859008,mobile,Pixel 3,Google,Android,en-us,No,Chrome,<Other>,United States,cpc,<Other>,google,WEB,,,,,,,Google Land & Sea Nalgene Water Bottle,https://shop.googlemerchandisestore.com/Google+Redesign/Lifestyle/Google+Land+and+Sea+Nalgene+Water+Bottle+LS,,,
20201106,1604635434747443,session_start,,,57883074.8513476773,1604635434747443,mobile,Pixel 4 XL,Google,Web,en-us,No,Chrome,87.0,Russia,cpc,<Other>,google,WEB,,,,,,,YouTube | Shop by Brand | Google Merchandise Store,https://shop.googlemerchandisestore.com/Google+Redesign/Shop+by+Brand/YouTube,,,
20210129,1611890234571910,scroll,,,86609489.7027752339,1611890202094629,mobile,Pixel 3,Google,Web,,No,Chrome,86.0,South Korea,cpc,<Other>,google,WEB,,,,,,,Home,https://shop.googlemerchandisestore.com/,,,
20201217,1608231003525116,user_engagement,,,51098232.6564950910,1608230848665274,mobile,Pixel 3,Google,Android,,No,Chrome,87.0,United Kingdom,cpc,<Other>,google,WEB,,,,,,,Drinkware | Lifestyle | Google Merchandise Store,https://shop.googlemerchandisestore.com/Google+Redesign/Lifestyle/Drinkware,shop.googlemerchandisestore.com,,(referral)
20201118,1605711026515679,user_engagement,,,49915374.2750890548,1605710870017139,mobile,Pixel 3,Google,Android,,No,Chrome,<Other>,United States,cpc,<Other>,google,WEB,,,,,,,Drinkware | Lifestyle | Google Merchandise Store,https://shop.googlemerchandisestore.com/Google+Redesign/Lifestyle/Drinkware,shop.googlemerchandisestore.com,,(referral)
20210108,1610103362530897,view_item,,,3577555.9782934100,1610103318642746,mobile,Pixel 4 XL,Google,Web,en-us,No,Android Webview,<Other>,India,cpc,<Other>,google,WEB,,,,,,(not set),New | Google Merchandise Store,https://shop.googlemerchandisestore.com/Google+Redesign/New,,https://shop.googlemerchandisestore.com/Google+Redesign/Apparel/Mens?,
20210124,1611531438896738,user_engagement,,,1359073.4989017126,1611531405876474,mobile,Pixel 3,Google,Web,en-us,No,Chrome,86.0,United States,cpc,<Other>,google,WEB,,,,,,,Home,https://shop.googlemerchandisestore.com/,google,,(organic)
20201201,1606794900122475,scroll,,,86762928.3657155608,1602304215226771,mobile,Pixel 4 XL,Google,Web,,No,Chrome,86.0,(not set),cpc,<Other>,google,WEB,,,,,,,Home,https://shop.googlemerchandisestore.com/,,,
20201103,1604370928591781,view_promotion,,,9040771.0094247458,1604370922932045,mobile,Pixel 3,Google,Android,,No,Chrome,87.0,United States,cpc,<Other>,google,WEB,,,,,,(not set),Home,https://shop.googlemerchandisestore.com/,,,
20201204,1607125898341353,user_engagement,,,6231994.3585936976,1607125828696301,mobile,Pixel 4 XL,Google,Android,,No,Chrome,<Other>,United States,cpc,<Other>,google,WEB,,,,,,,Page Unavailable,https://shop.googlemerchandisestore.com/google+redesign/shop+by+brand/google,google,,<Other>
